fecha,región,canal,linea_de_producto,sku,unidades_vendidas,precio_unitario,descuento_pct,total_ingresos,anio,mes,dia,descuento_decimal,precio_final,ingreso_calculado,es_linea_joven
2024-06-25,Sur,Directo,linea_joven,LJ-002,29,134,10,34974,2024,6,25,0.1,120.60000000000001,3497.4,True
2024-12-30,Norte,Red de Distribución,linea_profesional,LP-002,27,230,15,52785,2024,12,30,0.15,195.5,5278.5,False
2024-06-27,Este,Directo,linea_profesional,LP-001,20,2179,10,39222,2024,6,27,0.1,1961.1000000000001,39222.0,False
2024-07-31,Norte,Red de Distribución,linea_orgánica,LO-001,25,1587,10,35707,2024,7,31,0.1,1428.3,35707.5,False
2024-06-02,Oeste,Red de Distribución,linea_orgánica,LO-002,7,803,10,5059,2024,6,2,0.1,722.7,5058.900000000001,False
2024-08-10,Este,Online,linea_orgánica,LO-001,20,2379,10,42822,2024,8,10,0.1,2141.1,42822.0,False
2024-08-13,Centro,Directo,linea_joven,LJ-002,5,872,15,3706,2024,8,13,0.15,741.1999999999999,3705.9999999999995,True
2024-08-27,Centro,Directo,linea_profesional,LP-002,8,2473,10,17806,2024,8,27,0.1,2225.7000000000003,17805.600000000002,False
2025-02-01,Sur,Directo,linea_profesional,LP-001,23,1792,5,39155,2025,2,1,0.05,1702.3999999999999,39155.2,False
2024-11-29,Este,Red de Distribución,linea_profesional,LP-002,18,2321,5,39689,2024,11,29,0.05,2204.95,39689.1,False
2024-11-02,Sur,Online,linea_orgánica,LO-001,21,190,5,37905,2024,11,2,0.05,180.5,3790.5,False
2025-02-12,Este,Red de Distribución,linea_joven,LJ-002,9,1532,10,12409,2025,2,12,0.1,1378.8,12409.199999999999,True
2024-06-23,Oeste,Directo,linea_orgánica,LO-001,22,1817,10,35977,2024,6,23,0.1,1635.3,35976.6,False
2025-01-08,Centro,Red de Distribución,linea_joven,LJ-003,26,2191,0,56966,2025,1,8,0.0,2191.0,56966.0,True
2025-03-31,Centro,Red de Distribución,linea_profesional,LP-002,23,1562,10,32333,2025,3,31,0.1,1405.8,32333.399999999998,False
2024-12-06,Norte,Red de Distribución,linea_profesional,LP-002,10,1166,0,1166,2024,12,6,0.0,1166.0,11660.0,False
2025-03-02,Centro,Directo,linea_orgánica,LO-002,12,1529,0,18348,2025,3,2,0.0,1529.0,18348.0,False
2024-09-15,Este,Online,linea_joven,LJ-003,14,1817,5,24166,2024,9,15,0.05,1726.1499999999999,24166.1,True
2024-08-23,Norte,Online,linea_profesional,LP-002,16,2486,15,3381,2024,8,23,0.15,2113.1,33809.6,False
2024-09-10,Sur,Directo,linea_orgánica,LO-002,30,2337,10,63099,2024,9,10,0.1,2103.3,63099.00000000001,False
2024-09-03,Norte,Online,linea_joven,LJ-003,26,171,5,42237,2024,9,3,0.05,162.45,4223.7,True
2024-10-13,Este,Directo,linea_orgánica,LO-003,19,806,5,14548,2024,10,13,0.05,765.6999999999999,14548.3,False
2024-10-24,Norte,Directo,linea_profesional,LP-002,28,1164,0,32592,2024,10,24,0.0,1164.0,32592.0,False
2024-05-08,Sur,Red de Distribución,linea_joven,LJ-001,11,1112,10,11009,2024,5,8,0.1,1000.8000000000001,11008.800000000001,True
2024-09-30,Este,Online,linea_profesional,LP-001,2,869,15,1477,2024,9,30,0.15,738.65,1477.3,False
2025-02-06,Centro,Directo,linea_joven,LJ-002,30,2457,5,70025,2025,2,6,0.05,2334.15,70024.5,True
2024-08-19,Oeste,Directo,linea_profesional,LP-001,22,184,5,38456,2024,8,19,0.05,174.79999999999998,3845.5999999999995,False
2024-10-24,Oeste,Directo,linea_orgánica,LO-002,1,1821,0,1821,2024,10,24,0.0,1821.0,1821.0,False
2024-11-20,Este,Online,linea_orgánica,LO-003,14,805,5,10707,2024,11,20,0.05,764.75,10706.5,False
2024-11-02,Norte,Directo,linea_joven,LJ-002,7,2421,10,15252,2024,11,2,0.1,2178.9,15252.300000000001,True
2024-12-27,Oeste,Red de Distribución,linea_joven,LJ-002,15,2046,5,29156,2024,12,27,0.05,1943.6999999999998,29155.499999999996,True
2024-06-28,Norte,Online,linea_profesional,LP-001,9,1885,10,15269,2024,6,28,0.1,1696.5,15268.5,False
2024-10-01,Oeste,Online,linea_joven,LJ-003,5,1976,0,988,2024,10,1,0.0,1976.0,9880.0,True
2024-07-23,Este,Directo,linea_joven,LJ-001,1,1921,15,1633,2024,7,23,0.15,1632.85,1632.85,True
2025-03-29,Centro,Directo,linea_profesional,LP-002,10,1656,15,14076,2025,3,29,0.15,1407.6,14076.0,False
2024-06-09,Norte,Directo,linea_orgánica,LO-003,11,1575,15,14726,2024,6,9,0.15,1338.75,14726.25,False
2024-10-15,Este,Red de Distribución,linea_orgánica,LO-001,22,1552,15,29022,2024,10,15,0.15,1319.2,29022.4,False
2025-04-13,Oeste,Directo,linea_profesional,LP-002,3,2246,15,5727,2025,4,13,0.15,1909.1,5727.299999999999,False
2024-10-24,Este,Red de Distribución,linea_orgánica,LO-002,7,1266,5,8419,2024,10,24,0.05,1202.7,8418.9,False
2025-03-21,Este,Directo,linea_orgánica,LO-002,16,1327,0,21232,2025,3,21,0.0,1327.0,21232.0,False
2024-09-05,Sur,Online,linea_profesional,LP-001,28,2286,0,64008,2024,9,5,0.0,2286.0,64008.0,False
2024-12-21,Centro,Red de Distribución,linea_joven,LJ-002,1,1565,0,1565,2024,12,21,0.0,1565.0,1565.0,True
2025-02-12,Oeste,Online,linea_joven,LJ-002,8,1053,10,7582,2025,2,12,0.1,947.7,7581.6,True
2024-12-08,Sur,Red de Distribución,linea_profesional,LP-002,22,1589,0,34958,2024,12,8,0.0,1589.0,34958.0,False
2024-05-05,Centro,Online,linea_joven,LJ-003,16,1226,5,18635,2024,5,5,0.05,1164.7,18635.2,True
2024-12-24,Oeste,Online,linea_profesional,LP-001,11,2161,0,23771,2024,12,24,0.0,2161.0,23771.0,False
2024-07-31,Este,Directo,linea_joven,LJ-002,27,2237,0,60399,2024,7,31,0.0,2237.0,60399.0,True
2024-08-26,Sur,Directo,linea_orgánica,LO-001,20,150,5,2850,2024,8,26,0.05,142.5,2850.0,False
2024-06-19,Este,Directo,linea_joven,LJ-002,15,1546,0,2319,2024,6,19,0.0,1546.0,23190.0,True
2024-08-27,Centro,Red de Distribución,linea_orgánica,LO-002,6,1315,15,6706,2024,8,27,0.15,1117.75,6706.5,False
2024-06-07,Oeste,Directo,linea_joven,LJ-003,13,2399,0,31187,2024,6,7,0.0,2399.0,31187.0,True
2025-02-15,Oeste,Directo,linea_profesional,LP-001,8,219,0,1752,2025,2,15,0.0,219.0,1752.0,False
2024-06-20,Centro,Red de Distribución,linea_profesional,LP-001,22,1512,5,31601,2024,6,20,0.05,1436.3999999999999,31600.799999999996,False
2024-07-16,Este,Directo,linea_profesional,LP-001,11,1211,10,11989,2024,7,16,0.1,1089.9,11988.900000000001,False
2024-08-12,Norte,Online,linea_profesional,LP-002,27,1012,5,25958,2024,8,12,0.05,961.4,25957.8,False
2024-06-17,Sur,Directo,linea_orgánica,LO-003,14,813,10,10244,2024,6,17,0.1,731.7,10243.800000000001,False
2024-08-12,Sur,Online,linea_joven,LJ-003,9,803,15,6143,2024,8,12,0.15,682.55,6142.95,True
2024-05-14,Este,Directo,linea_joven,LJ-002,21,2346,10,44339,2024,5,14,0.1,2111.4,44339.4,True
2024-11-21,Oeste,Online,linea_orgánica,LO-002,13,229,15,25304,2024,11,21,0.15,194.65,2530.4500000000003,False
2025-03-14,Este,Directo,linea_profesional,LP-002,8,1115,0,892,2025,3,14,0.0,1115.0,8920.0,False
2024-08-16,Oeste,Directo,linea_joven,LJ-003,12,133,5,15162,2024,8,16,0.05,126.35,1516.1999999999998,True
2025-04-22,Centro,Directo,linea_profesional,LP-002,29,1061,0,30769,2025,4,22,0.0,1061.0,30769.0,False
2024-12-07,Sur,Directo,linea_profesional,LP-001,5,2197,0,10985,2024,12,7,0.0,2197.0,10985.0,False
2024-09-17,Sur,Directo,linea_joven,LJ-002,20,1342,10,24156,2024,9,17,0.1,1207.8,24156.0,True
2024-06-20,Oeste,Online,linea_orgánica,LO-001,15,2177,15,27757,2024,6,20,0.15,1850.45,27756.75,False
2024-11-15,Centro,Online,linea_joven,LJ-001,1,87,15,739,2024,11,15,0.15,73.95,73.95,True
2024-09-24,Centro,Online,linea_profesional,LP-001,27,1972,10,4792,2024,9,24,0.1,1774.8,47919.6,False
2025-02-02,Norte,Online,linea_profesional,LP-002,2,828,5,1573,2025,2,2,0.05,786.5999999999999,1573.1999999999998,False
2025-03-08,Sur,Red de Distribución,linea_profesional,LP-001,28,1068,0,29904,2025,3,8,0.0,1068.0,29904.0,False
2025-03-22,Este,Online,linea_joven,LJ-003,11,1799,0,19789,2025,3,22,0.0,1799.0,19789.0,True
2025-02-24,Oeste,Directo,linea_orgánica,LO-003,15,179,15,22822,2025,2,24,0.15,152.15,2282.25,False
2025-02-25,Oeste,Directo,linea_profesional,LP-001,13,2142,15,23669,2025,2,25,0.15,1820.7,23669.100000000002,False
2024-11-21,Centro,Red de Distribución,linea_orgánica,LO-003,21,1988,10,37573,2024,11,21,0.1,1789.2,37573.200000000004,False
2024-11-19,Norte,Online,linea_orgánica,LO-002,25,1357,0,33925,2024,11,19,0.0,1357.0,33925.0,False
2025-01-06,Oeste,Online,linea_orgánica,LO-002,18,998,15,15269,2025,1,6,0.15,848.3,15269.4,False
2025-04-07,Sur,Directo,linea_profesional,LP-001,20,1433,10,25794,2025,4,7,0.1,1289.7,25794.0,False
2025-03-29,Norte,Online,linea_joven,LJ-003,4,1317,15,4478,2025,3,29,0.15,1119.45,4477.8,True
2024-05-13,Este,Red de Distribución,linea_profesional,LP-002,13,1185,0,15405,2024,5,13,0.0,1185.0,15405.0,False
2024-11-08,Sur,Red de Distribución,linea_joven,LJ-003,10,1536,15,13056,2024,11,8,0.15,1305.6,13056.0,True
2024-07-22,Oeste,Online,linea_joven,LJ-002,22,1026,10,20315,2024,7,22,0.1,923.4,20314.8,True
2024-11-29,Oeste,Online,linea_orgánica,LO-001,26,985,15,21768,2024,11,29,0.15,837.25,21768.5,False
2024-05-26,Oeste,Online,linea_profesional,LP-001,27,2304,10,55987,2024,5,26,0.1,2073.6,55987.2,False
2025-02-03,Oeste,Online,linea_orgánica,LO-003,9,1197,5,10234,2025,2,3,0.05,1137.1499999999999,10234.349999999999,False
2025-03-17,Centro,Online,linea_profesional,LP-001,9,2063,15,15782,2025,3,17,0.15,1753.55,15781.949999999999,False
2024-05-28,Norte,Red de Distribución,linea_joven,LJ-003,10,1113,0,1113,2024,5,28,0.0,1113.0,11130.0,True
2025-02-14,Este,Online,linea_profesional,LP-001,15,1006,15,12827,2025,2,14,0.15,855.1,12826.5,False
2025-02-23,Sur,Directo,linea_profesional,LP-001,1,1654,15,1406,2025,2,23,0.15,1405.8999999999999,1405.8999999999999,False
2024-11-24,Oeste,Directo,linea_joven,LJ-002,5,2139,0,10695,2024,11,24,0.0,2139.0,10695.0,True
2024-10-15,Norte,Directo,linea_profesional,LP-001,21,203,5,40499,2024,10,15,0.05,192.85,4049.85,False
2025-04-07,Norte,Online,linea_orgánica,LO-001,27,2153,5,55224,2025,4,7,0.05,2045.35,55224.45,False
2025-01-22,Centro,Directo,linea_joven,LJ-003,5,2218,15,9427,2025,1,22,0.15,1885.3,9426.5,True
2025-03-29,Sur,Red de Distribución,linea_profesional,LP-001,20,2123,5,40337,2025,3,29,0.05,2016.85,40337.0,False
2024-10-23,Norte,Directo,linea_joven,LJ-001,23,1802,0,41446,2024,10,23,0.0,1802.0,41446.0,True
2025-02-11,Centro,Online,linea_joven,LJ-003,26,1625,0,4225,2025,2,11,0.0,1625.0,42250.0,True
2025-03-01,Norte,Online,linea_orgánica,LO-003,21,1228,10,23209,2025,3,1,0.1,1105.2,23209.2,False
2024-08-21,Sur,Red de Distribución,linea_joven,LJ-001,17,1928,15,2786,2024,8,21,0.15,1638.8,27859.6,True
2024-07-18,Este,Directo,linea_orgánica,LO-003,3,1828,0,5484,2024,7,18,0.0,1828.0,5484.0,False
2024-10-29,Centro,Online,linea_orgánica,LO-002,12,2434,0,29208,2024,10,29,0.0,2434.0,29208.0,False
2024-12-09,Norte,Red de Distribución,linea_profesional,LP-002,4,1011,15,3437,2024,12,9,0.15,859.35,3437.4,False
2024-09-12,Oeste,Online,linea_joven,LJ-003,3,2393,0,7179,2024,9,12,0.0,2393.0,7179.0,True
2025-03-26,Norte,Online,linea_profesional,LP-002,8,134,10,9648,2025,3,26,0.1,120.60000000000001,964.8000000000001,False
2025-02-11,Centro,Red de Distribución,linea_orgánica,LO-002,10,2381,0,2381,2025,2,11,0.0,2381.0,23810.0,False
2024-07-07,Oeste,Red de Distribución,linea_joven,LJ-002,20,2204,0,4408,2024,7,7,0.0,2204.0,44080.0,True
2024-11-30,Norte,Online,linea_orgánica,LO-001,21,1415,0,29715,2024,11,30,0.0,1415.0,29715.0,False
2024-06-24,Norte,Online,linea_joven,LJ-002,10,2042,5,19399,2024,6,24,0.05,1939.8999999999999,19399.0,True
2025-01-20,Norte,Directo,linea_orgánica,LO-001,26,1745,0,4537,2025,1,20,0.0,1745.0,45370.0,False
2025-02-26,Sur,Directo,linea_profesional,LP-002,24,2075,10,4482,2025,2,26,0.1,1867.5,44820.0,False
2025-02-01,Sur,Online,linea_profesional,LP-002,20,1913,10,34434,2025,2,1,0.1,1721.7,34434.0,False
2025-03-22,Sur,Online,linea_joven,LJ-001,6,821,0,4926,2025,3,22,0.0,821.0,4926.0,True
2025-04-27,Oeste,Online,linea_profesional,LP-001,2,161,15,2737,2025,4,27,0.15,136.85,273.7,False
2025-04-15,Sur,Red de Distribución,linea_profesional,LP-002,17,1576,0,26792,2025,4,15,0.0,1576.0,26792.0,False
2024-10-25,Centro,Red de Distribución,linea_joven,LJ-003,15,1713,15,21841,2024,10,25,0.15,1456.05,21840.75,True
2024-10-25,Sur,Online,linea_joven,LJ-002,25,1444,10,3249,2024,10,25,0.1,1299.6000000000001,32490.000000000004,True
2024-07-25,Sur,Directo,linea_joven,LJ-003,29,1636,15,40327,2024,7,25,0.15,1390.6,40327.399999999994,True
2024-09-14,Sur,Directo,linea_joven,LJ-002,14,2281,10,28741,2024,9,14,0.1,2052.9,28740.600000000002,True
2024-08-25,Norte,Online,linea_orgánica,LO-003,6,1371,0,8226,2024,8,25,0.0,1371.0,8226.0,False
2025-03-13,Centro,Directo,linea_joven,LJ-003,24,1395,5,31806,2025,3,13,0.05,1325.25,31806.0,True
2024-12-17,Norte,Red de Distribución,linea_orgánica,LO-001,25,1875,5,44531,2024,12,17,0.05,1781.25,44531.25,False
2024-11-23,Sur,Online,linea_profesional,LP-001,8,2211,15,15035,2024,11,23,0.15,1879.35,15034.8,False
2024-06-04,Sur,Directo,linea_orgánica,LO-003,24,2081,15,42452,2024,6,4,0.15,1768.85,42452.399999999994,False
2024-05-11,Norte,Directo,linea_orgánica,LO-003,10,1475,5,14012,2024,5,11,0.05,1401.25,14012.5,False
2024-07-25,Norte,Online,linea_profesional,LP-002,7,2052,5,13646,2024,7,25,0.05,1949.3999999999999,13645.8,False
2025-03-08,Norte,Red de Distribución,linea_orgánica,LO-002,2,1021,15,1736,2025,3,8,0.15,867.85,1735.7,False
2024-10-10,Sur,Online,linea_profesional,LP-002,3,877,5,2499,2024,10,10,0.05,833.15,2499.45,False
2025-04-14,Norte,Directo,linea_joven,LJ-003,11,809,0,8899,2025,4,14,0.0,809.0,8899.0,True
2024-08-10,Oeste,Online,linea_profesional,LP-001,22,219,0,4818,2024,8,10,0.0,219.0,4818.0,False
2024-09-24,Norte,Directo,linea_orgánica,LO-002,2,1267,0,2534,2024,9,24,0.0,1267.0,2534.0,False
2025-03-03,Norte,Online,linea_orgánica,LO-002,21,1062,5,21187,2025,3,3,0.05,1008.9,21186.899999999998,False
2024-11-23,Norte,Directo,linea_profesional,LP-001,22,1486,5,31057,2024,11,23,0.05,1411.7,31057.4,False
2024-07-06,Este,Online,linea_joven,LJ-002,5,1434,5,6811,2024,7,6,0.05,1362.3,6811.5,True
2024-08-19,Este,Directo,linea_profesional,LP-001,3,984,0,2952,2024,8,19,0.0,984.0,2952.0,False
2025-04-02,Centro,Online,linea_joven,LJ-002,21,202,5,40299,2025,4,2,0.05,191.89999999999998,4029.8999999999996,True
2024-12-20,Sur,Red de Distribución,linea_profesional,LP-001,5,1787,15,7595,2024,12,20,0.15,1518.95,7594.75,False
2025-04-12,Centro,Online,linea_profesional,LP-001,8,1386,15,9425,2025,4,12,0.15,1178.1,9424.8,False
2024-12-01,Sur,Directo,linea_orgánica,LO-002,2,1936,10,3485,2024,12,1,0.1,1742.4,3484.8,False
2024-10-18,Oeste,Directo,linea_orgánica,LO-002,21,1973,5,39361,2024,10,18,0.05,1874.35,39361.35,False
2024-12-21,Centro,Red de Distribución,linea_joven,LJ-003,24,1136,5,25901,2024,12,21,0.05,1079.2,25900.800000000003,True
2024-08-04,Oeste,Directo,linea_orgánica,LO-003,2,2071,0,4142,2024,8,4,0.0,2071.0,4142.0,False
2024-08-19,Oeste,Directo,linea_joven,LJ-002,1,2028,0,2028,2024,8,19,0.0,2028.0,2028.0,True
2025-04-06,Oeste,Directo,linea_profesional,LP-001,30,2095,10,56565,2025,4,6,0.1,1885.5,56565.0,False
2024-12-17,Sur,Online,linea_joven,LJ-002,24,1102,5,25126,2024,12,17,0.05,1046.8999999999999,25125.6,True
2025-03-16,Norte,Online,linea_profesional,LP-002,21,1288,5,25696,2025,3,16,0.05,1223.6,25695.6,False
2025-04-03,Centro,Red de Distribución,linea_orgánica,LO-001,8,2259,0,18072,2025,4,3,0.0,2259.0,18072.0,False
2024-12-18,Oeste,Directo,linea_orgánica,LO-001,3,2241,5,6387,2024,12,18,0.05,2128.95,6386.849999999999,False
2024-12-02,Centro,Red de Distribución,linea_joven,LJ-003,11,1935,0,21285,2024,12,2,0.0,1935.0,21285.0,True
2024-06-24,Oeste,Red de Distribución,linea_orgánica,LO-001,4,2165,5,8227,2024,6,24,0.05,2056.75,8227.0,False
2024-06-25,Sur,Directo,linea_joven,LJ-002,9,164,5,14022,2024,6,25,0.05,155.79999999999998,1402.1999999999998,True
2024-10-15,Sur,Directo,linea_orgánica,LO-002,8,1899,0,15192,2024,10,15,0.0,1899.0,15192.0,False
2025-04-12,Norte,Red de Distribución,linea_joven,LJ-001,22,1241,5,25937,2025,4,12,0.05,1178.95,25936.9,True
2024-06-07,Este,Red de Distribución,linea_joven,LJ-003,11,2255,10,22325,2024,6,7,0.1,2029.5,22324.5,True
2024-05-11,Sur,Online,linea_joven,LJ-003,19,852,15,1376,2024,5,11,0.15,724.1999999999999,13759.8,True
2025-01-21,Norte,Online,linea_orgánica,LO-001,28,2181,5,58015,2025,1,21,0.05,2071.95,58014.59999999999,False
2024-05-22,Este,Directo,linea_joven,LJ-001,29,2287,0,66323,2024,5,22,0.0,2287.0,66323.0,True
2024-10-08,Centro,Red de Distribución,linea_orgánica,LO-002,16,1259,5,19137,2024,10,8,0.05,1196.05,19136.8,False
2024-10-17,Sur,Online,linea_orgánica,LO-002,7,1561,15,9288,2024,10,17,0.15,1326.85,9287.949999999999,False
2025-04-28,Este,Directo,linea_profesional,LP-001,28,109,0,3052,2025,4,28,0.0,109.0,3052.0,False
2025-04-10,Sur,Red de Distribución,linea_orgánica,LO-001,8,1358,0,10864,2025,4,10,0.0,1358.0,10864.0,False
2024-10-24,Este,Online,linea_joven,LJ-001,16,1157,10,16661,2024,10,24,0.1,1041.3,16660.8,True
2024-10-18,Norte,Directo,linea_profesional,LP-002,1,1383,15,1176,2024,10,18,0.15,1175.55,1175.55,False
2024-10-29,Sur,Directo,linea_profesional,LP-001,29,1674,15,41264,2024,10,29,0.15,1422.8999999999999,41264.1,False
2025-03-13,Norte,Directo,linea_profesional,LP-002,10,868,10,7812,2025,3,13,0.1,781.2,7812.0,False
2025-03-10,Oeste,Red de Distribución,linea_profesional,LP-002,13,809,0,10517,2025,3,10,0.0,809.0,10517.0,False
2024-06-25,Oeste,Red de Distribución,linea_profesional,LP-001,7,2133,0,14931,2024,6,25,0.0,2133.0,14931.0,False
2025-02-15,Este,Online,linea_joven,LJ-003,17,994,0,16898,2025,2,15,0.0,994.0,16898.0,True
2024-05-28,Sur,Directo,linea_joven,LJ-001,3,1195,10,3226,2024,5,28,0.1,1075.5,3226.5,True
2025-03-15,Este,Online,linea_profesional,LP-001,25,233,5,55338,2025,3,15,0.05,221.35,5533.75,False
2024-11-21,Centro,Red de Distribución,linea_orgánica,LO-003,5,1192,15,5066,2024,11,21,0.15,1013.1999999999999,5066.0,False
2024-11-08,Oeste,Directo,linea_joven,LJ-003,11,1833,0,20163,2024,11,8,0.0,1833.0,20163.0,True
2024-10-04,Este,Online,linea_joven,LJ-001,9,2494,0,22446,2024,10,4,0.0,2494.0,22446.0,True
2025-04-18,Este,Red de Distribución,linea_joven,LJ-001,8,1911,0,15288,2025,4,18,0.0,1911.0,15288.0,True
2024-10-31,Este,Online,linea_joven,LJ-003,29,1798,5,49535,2024,10,31,0.05,1708.1,49534.899999999994,True
2024-12-19,Este,Online,linea_orgánica,LO-001,24,1215,5,27702,2024,12,19,0.05,1154.25,27702.0,False
2024-08-21,Oeste,Directo,linea_orgánica,LO-001,29,1237,10,32286,2024,8,21,0.1,1113.3,32285.699999999997,False
2024-05-11,Este,Directo,linea_joven,LJ-003,14,2199,0,30786,2024,5,11,0.0,2199.0,30786.0,True
2024-12-12,Este,Red de Distribución,linea_orgánica,LO-003,19,1452,0,27588,2024,12,12,0.0,1452.0,27588.0,False
2024-05-15,Norte,Online,linea_joven,LJ-001,22,202,0,4444,2024,5,15,0.0,202.0,4444.0,True
2024-11-30,Norte,Directo,linea_orgánica,LO-002,10,1886,10,16974,2024,11,30,0.1,1697.4,16974.0,False
2024-09-26,Norte,Online,linea_profesional,LP-001,1,963,5,915,2024,9,26,0.05,914.8499999999999,914.8499999999999,False
2024-05-29,Este,Red de Distribución,linea_profesional,LP-001,1,116,15,986,2024,5,29,0.15,98.6,98.6,False
2024-06-11,Norte,Directo,linea_profesional,LP-001,30,173,0,5190,2024,6,11,0.0,173.0,5190.0,False
2024-09-06,Centro,Red de Distribución,linea_profesional,LP-001,2,2371,5,4505,2024,9,6,0.05,2252.45,4504.9,False
2024-11-15,Norte,Online,linea_joven,LJ-003,20,2249,0,4498,2024,11,15,0.0,2249.0,44980.0,True
2024-11-16,Oeste,Directo,linea_profesional,LP-002,18,1892,5,32353,2024,11,16,0.05,1797.3999999999999,32353.199999999997,False
2024-08-24,Centro,Directo,linea_orgánica,LO-001,2,1159,15,197,2024,8,24,0.15,985.15,1970.3,False
2024-06-25,Este,Directo,linea_joven,LJ-002,5,888,15,3774,2024,6,25,0.15,754.8,3774.0,True
2024-08-08,Sur,Red de Distribución,linea_joven,LJ-001,30,234,0,7020,2024,8,8,0.0,234.0,7020.0,True
2024-10-18,Centro,Online,linea_joven,LJ-001,2,1775,10,3195,2024,10,18,0.1,1597.5,3195.0,True
2024-07-21,Norte,Red de Distribución,linea_orgánica,LO-003,29,2359,10,6157,2024,7,21,0.1,2123.1,61569.899999999994,False
2024-10-08,Norte,Red de Distribución,linea_orgánica,LO-003,13,1447,10,1693,2024,10,8,0.1,1302.3,16929.899999999998,False
2025-04-06,Este,Online,linea_profesional,LP-001,27,2343,0,63261,2025,4,6,0.0,2343.0,63261.0,False
2024-05-16,Sur,Directo,linea_profesional,LP-002,3,2071,5,5902,2024,5,16,0.05,1967.4499999999998,5902.349999999999,False
2025-03-15,Sur,Red de Distribución,linea_joven,LJ-001,19,2249,0,42731,2025,3,15,0.0,2249.0,42731.0,True
2024-12-06,Oeste,Directo,linea_profesional,LP-001,1,1287,0,1287,2024,12,6,0.0,1287.0,1287.0,False
2024-12-14,Norte,Directo,linea_profesional,LP-002,16,2335,10,33624,2024,12,14,0.1,2101.5,33624.0,False
2024-08-07,Oeste,Red de Distribución,linea_profesional,LP-001,16,1347,0,21552,2024,8,7,0.0,1347.0,21552.0,False
2024-11-26,Sur,Red de Distribución,linea_joven,LJ-001,13,1459,15,16122,2024,11,26,0.15,1240.1499999999999,16121.949999999999,True
2024-10-26,Norte,Online,linea_profesional,LP-002,3,2467,15,6291,2024,10,26,0.15,2096.95,6290.849999999999,False
2024-09-15,Sur,Online,linea_profesional,LP-002,20,1542,10,27756,2024,9,15,0.1,1387.8,27756.0,False
2024-09-19,Sur,Online,linea_profesional,LP-002,8,1686,0,13488,2024,9,19,0.0,1686.0,13488.0,False
2025-04-15,Norte,Red de Distribución,linea_joven,LJ-003,6,1848,0,11088,2025,4,15,0.0,1848.0,11088.0,True
2025-03-02,Norte,Online,linea_joven,LJ-001,6,1422,0,8532,2025,3,2,0.0,1422.0,8532.0,True
2024-10-02,Norte,Directo,linea_joven,LJ-003,27,1218,0,32886,2024,10,2,0.0,1218.0,32886.0,True
2024-05-23,Norte,Online,linea_joven,LJ-001,30,2415,5,68827,2024,5,23,0.05,2294.25,68827.5,True
2024-12-25,Centro,Red de Distribución,linea_orgánica,LO-001,5,1591,5,7557,2024,12,25,0.05,1511.4499999999998,7557.249999999999,False
2025-04-15,Centro,Directo,linea_joven,LJ-003,19,1409,10,24094,2025,4,15,0.1,1268.1000000000001,24093.9,True
2025-03-26,Centro,Red de Distribución,linea_profesional,LP-002,20,968,5,18392,2025,3,26,0.05,919.5999999999999,18392.0,False
2025-03-04,Oeste,Directo,linea_joven,LJ-003,11,229,5,2393,2025,3,4,0.05,217.54999999999998,2393.0499999999997,True
2024-05-07,Oeste,Red de Distribución,linea_joven,LJ-003,19,2367,5,42724,2024,5,7,0.05,2248.65,42724.35,True
2025-04-24,Centro,Directo,linea_orgánica,LO-002,25,2284,10,5139,2025,4,24,0.1,2055.6,51390.0,False
2024-06-28,Centro,Directo,linea_joven,LJ-003,22,836,10,16553,2024,6,28,0.1,752.4,16552.8,True
2024-11-22,Este,Red de Distribución,linea_joven,LJ-002,29,1166,0,33814,2024,11,22,0.0,1166.0,33814.0,True
2024-05-19,Este,Directo,linea_joven,LJ-003,12,1921,5,21899,2024,5,19,0.05,1824.9499999999998,21899.399999999998,True
2024-09-23,Norte,Online,linea_joven,LJ-002,18,2109,5,36064,2024,9,23,0.05,2003.55,36063.9,True
2025-04-18,Centro,Red de Distribución,linea_orgánica,LO-001,12,83,5,9462,2025,4,18,0.05,78.85,946.1999999999999,False
2025-04-28,Centro,Online,linea_profesional,LP-002,28,1498,5,39847,2025,4,28,0.05,1423.1,39846.799999999996,False
2024-09-23,Este,Red de Distribución,linea_orgánica,LO-001,8,2125,5,1615,2024,9,23,0.05,2018.75,16150.0,False
2024-12-15,Norte,Directo,linea_orgánica,LO-001,9,1248,5,1067,2024,12,15,0.05,1185.6,10670.4,False
2025-03-28,Este,Online,linea_orgánica,LO-001,5,1403,0,7015,2025,3,28,0.0,1403.0,7015.0,False
2024-10-04,Norte,Red de Distribución,linea_joven,LJ-001,19,886,5,15992,2024,10,4,0.05,841.6999999999999,15992.3,True
2025-03-18,Centro,Red de Distribución,linea_joven,LJ-002,3,934,5,2662,2025,3,18,0.05,887.3,2661.8999999999996,True
2024-12-25,Sur,Online,linea_orgánica,LO-001,24,1318,15,26887,2024,12,25,0.15,1120.3,26887.199999999997,False
2025-03-10,Norte,Directo,linea_orgánica,LO-003,20,2042,0,4084,2025,3,10,0.0,2042.0,40840.0,False
2024-10-23,Este,Red de Distribución,linea_orgánica,LO-003,6,1879,15,9583,2024,10,23,0.15,1597.1499999999999,9582.9,False
2024-08-30,Centro,Online,linea_orgánica,LO-001,25,1716,10,3861,2024,8,30,0.1,1544.4,38610.0,False
